"","cycle","state","candidate","posteriormean","posteriorstd","lower95","upper95","median","win","vote","pmean","party"
"1","2020","Alabama","Jones",0.420724197813737,0.0239353871870806,0.362719568494726,0.47808392658475,0.419875724683236,0.00366666666666667,0.397795591182365,0.420012379287575,1
"2","2020","Alabama","Tuberville",0.547633748199957,0.0239493285576764,0.52191607341525,0.637280431505274,0.580124275316764,0.996333333333333,0.602204408817635,0.579987620712425,-1
"3","2020","Alaska","Gross",0.433717118401287,0.03492436430815,0.39070092033943,0.527617525421053,0.460861699963917,0.129,0.430220356768101,0.46084423024538,1
"4","2020","Alaska","Sullivan",0.478254235847553,0.0349612191750396,0.472382474578947,0.60929907966057,0.539138300036083,0.871,0.569779643231899,0.53915576975462,-1
"5","2020","Arizona","Kelly",0.509603464377433,0.0173320317056929,0.467093729057801,0.572550388108285,0.519771014908165,0.778,0.512,0.519851187925843,1
"6","2020","Arizona","McSally",0.454780626515399,0.0173250902383762,0.427449611891715,0.532906270942199,0.480228985091835,0.222,0.488,0.480148812074157,-1
"7","2020","Arkansas","Cotton",0.615967667396878,0.110111914836963,0.663679439757237,0.967343638813308,0.889553547733703,1,0.667,0.867401425730074,-1
"8","2020","Arkansas","Harrington",0.0464820147507083,0.110111914836963,0.0326563611866916,0.336320560242763,0.110446452266297,0,0.333,0.132598574269926,0
"9","2020","Colorado","Gardner",0.440375318701748,0.0245436840985278,0.3976592394452,0.5090258576199,0.455074421592654,0.0496666666666667,0.452405322415558,0.454310269818457,-1
"10","2020","Colorado","Hickenlooper",0.536470093844726,0.0245758901584667,0.4909741423801,0.6023407605548,0.544925578407346,0.950333333333333,0.547594677584442,0.545689730181543,1
"11","2020","Georgia","Ossoff",0.479539031396485,0.0185223254425381,0.438311170076439,0.542880408836276,0.491873127273061,0.381,0.491299897645855,0.491343447938171,1
"12","2020","Georgia","Perdue",0.476215477095197,0.018444636109007,0.457119591163724,0.561688829923561,0.508126872726939,0.619,0.508700102354145,0.508656552061829,-1
"13","2020","Idaho","Jordan",0.347040156926211,0.0930208084372092,0.203364265266982,0.481762027706001,0.346406442094586,0.0113333333333333,0.347236704900938,0.344187390063996,1
"14","2020","Idaho","Risch",0.608274174638307,0.0930692060886699,0.518237972293998,0.796635734733018,0.653593557905414,0.988666666666667,0.652763295099062,0.655812609936004,-1
"15","2020","Illinois","Curran",0.437028001990657,0.110111914836963,0.269892881808827,0.575583516925694,0.423257491752283,0.157666666666667,0.421108742004264,0.423244644709949,-1
"16","2020","Illinois","Durbin",0.58169294796368,0.110111914836963,0.424416483074306,0.730107118191173,0.576742508247716,0.842333333333333,0.578891257995736,0.576755355290051,1
"17","2020","Iowa","Ernst",0.475253688818771,0.0172036236010289,0.449683330911055,0.555774449579906,0.502768528550068,0.545,0.534020618556701,0.502932354979261,-1
"18","2020","Iowa","Greenfield",0.478242509108623,0.0172024580625162,0.444225550420094,0.550316669088945,0.497231471449932,0.455,0.465979381443299,0.497067645020739,1
"19","2020","Kansas","Bollier",0.442199973732859,0.0268786018107381,0.393658304880226,0.516243056903814,0.454696755221315,0.0783333333333333,0.437434279705573,0.455045776296512,1
"20","2020","Kansas","Marshall",0.48937326726611,0.0268966157280888,0.483756943096186,0.606341695119774,0.545303244778685,0.921666666666667,0.562565720294427,0.544954223703488,-1
"21","2020","Kentucky","McConnell",0.517522210857751,0.0314662149867183,0.509413414880429,0.637264630501123,0.572013944378137,0.988333333333333,0.602083333333333,0.572164363363782,-1
"22","2020","Kentucky","McGrath",0.417710433648566,0.0314208616194741,0.362735369498877,0.490586585119571,0.427986055621863,0.0116666666666667,0.397916666666667,0.427835636636218,1
"23","2020","New Hampshire","Messner",0.407807234923533,0.0268185665140307,0.372890524290833,0.486814893413427,0.428951051608985,0.008,0.419651995905834,0.428866208198006,-1
"24","2020","New Hampshire","Shaheen",0.55145911072683,0.0268612177994337,0.513185106586573,0.627109475709167,0.571048948391015,0.992,0.580348004094166,0.571133791801994,1
"25","2020","North Carolina","Cunningham",0.488870086441309,0.0168777881989528,0.457737138230838,0.566106007339903,0.509516348487399,0.644333333333333,0.491118077324974,0.510183867859269,1
"26","2020","North Carolina","Tillis",0.45826474798374,0.0168734256538385,0.433893992660097,0.542262861769162,0.490483651512601,0.355666666666667,0.508881922675026,0.489816132140731,-1
"27","2020","Oklahoma","Broyles",0.353960198910767,0.0423631127827204,0.281344101866348,0.437341149598005,0.362033004282435,0.000333333333333333,0.342737722048067,0.36209796735681,1
"28","2020","Oklahoma","Inhofe",0.56351113688476,0.0424027785312965,0.562658850401995,0.718655898133652,0.637966995717565,0.999666666666667,0.657262277951933,0.63790203264319,-1
"29","2020","Oregon","Merkley",0.552478857355565,0.0764646298118315,0.463266747317518,0.699006146164649,0.581135697526858,0.919333333333333,0.59190031152648,0.581683609740796,1
"30","2020","Oregon","Perkins",0.398611556920085,0.0764191840004018,0.300993853835351,0.536733252682482,0.418864302473142,0.0806666666666667,0.40809968847352,0.418316390259204,-1
"31","2020","South Carolina","Graham",0.48842600464361,0.0238030920100324,0.465689058787741,0.58602592809958,0.526533134218214,0.816,0.552178318135765,0.526332865692272,-1
"32","2020","South Carolina","Harrison",0.458411894506937,0.0237921248440184,0.41397407190042,0.534310941212259,0.473466865781786,0.184,0.447821681864235,0.473667134307728,1
"33","2020","South Dakota","Ahlers",0.416988709337217,0.110111914836963,0.240272924481822,0.53791131225274,0.393213568875914,0.074,0.343,0.391578946183716,1
"34","2020","South Dakota","Rounds",0.609244726713202,0.110111914836963,0.46208868774726,0.759727075518178,0.606786431124086,0.926,0.657,0.608421053816284,-1
